"ppntID","base1","base2","fuel1","fuel2","fueltype1","fueltype2","choice_base","choice_fuel","choice_fueltype","questiontype","drawtime","responsetime"
"7511857",0.3926819421091534,0.0926819421091534,0.9922678041071347,0.3707595270009231,"height","color",0.3926819421091534,0.9922678041071347,"height","Which rocket has the best launch stage?",1595535092903,1595535094636
"7511857",0.8026184622595895,0.6826184622595896,0.8089602133962697,0.5103612853355757,"color","height",0.8026184622595895,0.8089602133962697,"color","Which rocket has the best launch stage?",1595535096140,1595535097446
"7511857",0.5946876813485683,0.4146876813485683,0.03850380183144808,0.027124483323599513,"color","color",0.5946876813485683,0.03850380183144808,"color","Which rocket has the best launch stage?",1595535098952,1595535099888
"7511857",0.9232587982486236,0.8632587982486235,0.16804158741065678,0.32268708784191,"height","height",0.9232587982486236,0.16804158741065678,"height","Which rocket has the best launch stage?",1595535101391,1595535103837
"7511857",0.5385004802754123,0.6885004802754123,0.8943962170000289,0.18714793479249792,"color","height",0.6885004802754123,0.18714793479249792,"height","Which rocket has the best launch stage?",1595535105339,1595535106683
"7511857",0.7177407557100779,0.9277407557100779,0.10587644110720895,0.9479987937959404,"height","color",0.9277407557100779,0.9479987937959404,"color","Which rocket has the best launch stage?",1595535108185,1595535109062
"7511857",0.3553910316049645,0.5953910316049644,0.09794933589863275,0.19779301155809947,"color","height",0.5953910316049644,0.19779301155809947,"height","Which rocket has the best launch stage?",1595535110568,1595535111606
"7511857",0.30826913029563296,0.39826913029563293,0.4549469490258474,0.02165443962439806,"height","color",0.39826913029563293,0.02165443962439806,"color","Which rocket has the best launch stage?",1595535113112,1595535115377
"7511857",0.19486998368946795,0.46486998368946797,0.6315154206362233,0.41563751035714014,"height","color",0.46486998368946797,0.41563751035714014,"color","Which rocket has the best launch stage?",1595535116881,1595535117915
"7511857",0.5619810796624758,0.5919810796624758,0.8185292284733073,0.7144122547840196,"color","color",0.5919810796624758,0.7144122547840196,"color","Which rocket has the best launch stage?",1595535119418,1595535120881
"7511857",0.5496136157993043,0.6396997464626215,0.7727279299400707,0.5927279299400707,"height","color",0.6396997464626215,0.5927279299400707,"color","Which rocket has the best orbital stage?",1595535123201,1595535124409
"7511857",0.30864118639002835,0.14044299985450537,0.0011433031312208897,0.18114330313122087,"color","color",0.14044299985450537,0.18114330313122087,"color","Which rocket has the best orbital stage?",1595535127417,1595535129041
"7511857",0.05617854207788531,0.7307225565449388,0.2924470292434884,0.1724470292434884,"color","color",0.05617854207788531,0.2924470292434884,"color","Which rocket has the best orbital stage?",1595535130546,1595535132967
"7511857",0.455403564865435,0.0008095423815295266,0.016717229032290476,0.25671722903229044,"height","height",0.0008095423815295266,0.25671722903229044,"height","Which rocket has the best orbital stage?",1595535134469,1595535135903
"7511857",0.35085420096069453,0.7002857049983507,0.7926315899814641,0.852631589981464,"color","height",0.35085420096069453,0.7926315899814641,"color","Which rocket has the best orbital stage?",1595535137406,1595535139306
"7511857",0.8032514164001877,0.5771111360592144,0.703093206497783,0.973093206497783,"height","color",0.5771111360592144,0.973093206497783,"color","Which rocket has the best orbital stage?",1595535142312,1595535143602
"7511857",0.9289059493587034,0.18682350920350432,0.8591003519780172,0.9791003519780171,"height","height",0.18682350920350432,0.9791003519780171,"height","Which rocket has the best orbital stage?",1595535145109,1595535147160
"7511857",0.9048047975043624,0.7574698838804224,0.40087033777183034,0.3108703377718303,"color","color",0.9048047975043624,0.40087033777183034,"color","Which rocket has the best orbital stage?",1595535148666,1595535150424
"7511857",0.30523205541219367,0.1748628063116977,0.26690289627701663,0.5669028962770166,"color","color",0.1748628063116977,0.5669028962770166,"color","Which rocket has the best orbital stage?",1595535151930,1595535152991
"7511857",0.5019721630364535,0.9916110353841989,0.8594851111380132,0.7694851111380132,"color","height",0.5019721630364535,0.8594851111380132,"color","Which rocket has the best orbital stage?",1595535154495,1595535155844
"7511857",0.11308132693429895,0.2005460531590728,0.6267565833145019,0.3567565833145019,"color","color",0.11308132693429895,0.6267565833145019,"color","Which rocket has the best orbital stage?",1595535157347,1595535158544
"7511857",0.8925659699086093,0.4797538069680688,0.9375848601246224,0.7875848601246224,"height","height",0.8925659699086093,0.9375848601246224,"height","Which rocket has the best orbital stage?",1595535160049,1595535161473
"7511857",0.9744804329988369,0.5527671831705404,0.35508120045421826,0.29508120045421826,"height","height",0.9744804329988369,0.35508120045421826,"height","Which rocket has the best orbital stage?",1595535162978,1595535164161
"7511857",0.18615352931779527,0.11330393442977538,0.673442540112544,0.883442540112544,"height","color",0.11330393442977538,0.883442540112544,"color","Which rocket has the best orbital stage?",1595535165667,1595535167002
"7511857",0.9178678432194431,0.3832968883758212,0.7297299069761128,0.9397299069761128,"color","color",0.3832968883758212,0.9397299069761128,"color","Which rocket has the best orbital stage?",1595535168504,1595535169787
"7511857",0.6542008968175426,0.4394339364305009,0.09310301677892067,0.3631030167789207,"height","height",0.4394339364305009,0.3631030167789207,"height","Which rocket has the best orbital stage?",1595535171293,1595535172538
"7511857",0.600367564909697,0.8412188476126975,0.5157567312738365,0.4557567312738364,"color","color",0.600367564909697,0.5157567312738365,"color","Which rocket has the best orbital stage?",1595535174045,1595535175372
"7511857",0.9176092794703681,0.3146349637576882,0.6576856443290334,0.8076856443290334,"color","color",0.3146349637576882,0.8076856443290334,"color","Which rocket has the best orbital stage?",1595535176875,1595535178081
"7511857",0.7790793728209164,0.17660889392867185,0.48312094193430516,0.6631209419343052,"height","height",0.17660889392867185,0.6631209419343052,"height","Which rocket has the best orbital stage?",1595535179584,1595535180757
"7511857",0.8381948548754333,0.49435798295734834,0.23869455577631726,0.47869455577631725,"color","color",0.49435798295734834,0.47869455577631725,"color","Which rocket has the best orbital stage?",1595535182262,1595535183659
"7511857",0.3651234450745596,0.17506492815397934,0.5996861238975328,0.5096861238975329,"height","height",0.3651234450745596,0.5996861238975328,"height","Which rocket has the best orbital stage?",1595535185163,1595535186916
"7511857",0.17456899881403132,0.9552640777086094,0.10612525369706563,0.40612525369706565,"color","height",0.9552640777086094,0.40612525369706565,"height","Which rocket has the best orbital stage?",1595535188421,1595535189627
"7511857",0.12030092980915519,0.5735607771385126,0.2221492248602087,0.1921492248602087,"color","color",0.12030092980915519,0.2221492248602087,"color","Which rocket has the best orbital stage?",1595535191131,1595535193232
"7511857",0.04012283595695931,0.6584122574794429,0.7116796204460619,0.501679620446062,"height","height",0.04012283595695931,0.7116796204460619,"height","Which rocket has the best orbital stage?",1595535194738,1595535196213
"7511857",0.1381875513008779,0.9610024142118926,0.48376744299334185,0.5137674429933419,"height","color",0.9610024142118926,0.5137674429933419,"color","Which rocket has the best orbital stage?",1595535197718,1595535199565
"7511857",0.4221469519744484,0.14037453401118838,0.8809482552122452,0.5809482552122452,"height","height",0.4221469519744484,0.8809482552122452,"height","Which rocket has the best orbital stage?",1595535201071,1595535202199
"7511857",0.15250631537197967,0.20204006403624275,0.28774503456309075,0.3177450345630908,"height","height",0.20204006403624275,0.3177450345630908,"height","Which rocket has the best orbital stage?",1595535203703,1595535204661
"7511857",0.2706971064540947,0.9181799905449768,0.5854859886930123,0.3454859886930123,"height","color",0.2706971064540947,0.5854859886930123,"height","Which rocket has the best orbital stage?",1595535206166,1595535207214
"7511857",0.444232235043432,0.06035215009154016,0.7844118328417258,0.9044118328417258,"height","color",0.06035215009154016,0.9044118328417258,"color","Which rocket has the best orbital stage?",1595535208720,1595535209831
"7511857",0.6379526377347963,0.5605336257515889,0.23636027850227037,0.3863602785022704,"height","color",0.5605336257515889,0.3863602785022704,"color","Which rocket has the best orbital stage?",1595535211337,1595535213002
"7511857",0.427147938552481,0.8374819240898344,0.6964820825497975,0.26855327217516756,"height","color",0.427147938552481,0.6964820825497975,"height","Which rocket has the best performance?",1595535215834,1595535217777
"7511857",0.9619266211160156,0.11660402616372512,0.42297235197936256,0.31640906610221176,"height","height",0.9619266211160156,0.42297235197936256,"height","Which rocket has the best performance?",1595535219282,1595535221264
"7511857",0.5315342435607917,0.15698356560155358,0.08552780747799005,0.5478268293533225,"color","color",0.15698356560155358,0.5478268293533225,"color","Which rocket has the best performance?",1595535222769,1595535224629
"7511857",0.20476617810709186,0.5850727152943982,0.06357199554788773,0.6331786061486229,"color","color",0.5850727152943982,0.6331786061486229,"color","Which rocket has the best performance?",1595535226133,1595535227297
"7511857",0.061337327156878674,0.458266016004508,0.7743724045125554,0.5913296832506417,"height","height",0.458266016004508,0.5913296832506417,"height","Which rocket has the best performance?",1595535228804,1595535230362
"7511857",0.784871063582854,0.20900440828482403,0.003108669915056317,0.19285435742607504,"height","height",0.20900440828482403,0.19285435742607504,"height","Which rocket has the best performance?",1595535231867,1595535233194
"7511857",0.0776101353146399,0.5247283663624637,0.7224505272930348,0.6140884474049603,"height","height",0.5247283663624637,0.6140884474049603,"height","Which rocket has the best performance?",1595535234696,1595535236655
"7511857",0.7373509297653202,0.4001124095481614,0.36405131272706526,0.21545632531565806,"color","color",0.7373509297653202,0.36405131272706526,"color","Which rocket has the best performance?",1595535238159,1595535239995
"7511857",0.2808261282153598,0.8101493850473557,0.20768817983302346,0.7871709574036398,"color","height",0.8101493850473557,0.7871709574036398,"height","Which rocket has the best performance?",1595535241499,1595535243216
"7511857",0.2724155467779228,0.3271174339232005,0.24884049483059,0.9048714970133629,"color","height",0.3271174339232005,0.9048714970133629,"height","Which rocket has the best performance?",1595535244718,1595535245882
"7511857",0.2757719655005296,0.2517306718787118,0.4580775241413405,0.6529400518336427,"height","height",0.2517306718787118,0.6529400518336427,"height","Which rocket has the best performance?",1595535247387,1595535248563
"7511857",0.12271675655838832,0.952776407913515,0.6110156082997081,0.8064512386934861,"color","height",0.952776407913515,0.8064512386934861,"height","Which rocket has the best performance?",1595535250068,1595535250956
"7511857",0.5327137943993769,0.12459670027021341,0.5337063813242454,0.32779625194474504,"color","color",0.5327137943993769,0.5337063813242454,"color","Which rocket has the best performance?",1595535252462,1595535253601
"7511857",0.46060461119000917,0.41682947723927233,0.4005044149472249,0.47055032713549905,"color","color",0.41682947723927233,0.47055032713549905,"color","Which rocket has the best performance?",1595535255103,1595535256218
"7511857",0.26784895254797036,0.07719647287372111,0.38693348384496007,0.43067392410818495,"height","height",0.26784895254797036,0.38693348384496007,"height","Which rocket has the best performance?",1595535257721,1595535260629
"7511857",0.3975347519578697,0.2717428557368763,0.08112773840798293,0.19347667847890504,"height","height",0.2717428557368763,0.19347667847890504,"height","Which rocket has the best performance?",1595535262134,1595535263374
"7511857",0.4326126361499759,0.449492283843239,0.410517451789412,0.060615618387384385,"color","height",0.4326126361499759,0.410517451789412,"color","Which rocket has the best performance?",1595535264880,1595535266396
"7511857",0.052232548720132055,0.6912828041143633,0.20810422423603514,0.1157626875393003,"height","color",0.052232548720132055,0.20810422423603514,"height","Which rocket has the best performance?",1595535267898,1595535269623
"7511857",0.24331619724262776,0.24279197854956514,0.7540725443444883,0.7081406435963656,"color","color",0.24331619724262776,0.7540725443444883,"color","Which rocket has the best performance?",1595535272628,1595535273915
"7511857",0.9102082171849449,0.5877231462593606,0.3295689652890239,0.9499494111245573,"color","height",0.5877231462593606,0.9499494111245573,"height","Which rocket has the best performance?",1595535275417,1595535276719
"7511857",0.8336797294318065,0.40447588108899957,0.8471674695682104,0.7988163186895777,"color","color",0.8336797294318065,0.8471674695682104,"color","Which rocket has the best performance?",1595535278222,1595535279495
"7511857",0.09186876456938675,0.9968266282147026,0.12480940643784699,0.1721580422646023,"color","color",0.09186876456938675,0.12480940643784699,"color","Which rocket has the best performance?",1595535281000,1595535282340
"7511857",0.24647446342920631,0.09921243957033898,0.6246516042996921,0.2995851583096403,"height","height",0.24647446342920631,0.6246516042996921,"height","Which rocket has the best performance?",1595535285342,1595535286333
"7511857",0.38191931649676636,0.5341834622767698,0.5877186668126404,0.2379285716746894,"color","color",0.38191931649676636,0.5877186668126404,"color","Which rocket has the best performance?",1595535287836,1595535289391
"7511857",0.04918910576476199,0.8025328706388407,0.5044751991629689,0.005716884679743517,"height","color",0.04918910576476199,0.5044751991629689,"height","Which rocket has the best performance?",1595535290896,1595535292986
"7511857",0.072742539144658,0.9395911357617461,0.2337633027955598,0.574830426221103,"color","height",0.9395911357617461,0.574830426221103,"height","Which rocket has the best performance?",1595535294492,1595535295521
"7511857",0.8603529151885072,0.2677596297143371,0.5705328015767885,0.13399309680562432,"height","color",0.8603529151885072,0.5705328015767885,"height","Which rocket has the best performance?",1595535297026,1595535298067
"7511857",0.8817010199670632,0.23750455022725148,0.22717759842734542,0.3876034162400378,"height","height",0.8817010199670632,0.22717759842734542,"height","Which rocket has the best performance?",1595535299572,1595535302058
"7511857",0.8843886415061664,0.0033215915388185024,0.35151468487080295,0.9002868845080013,"color","color",0.8843886415061664,0.35151468487080295,"color","Which rocket has the best performance?",1595535303562,1595535304922
"7511857",0.82335747738937,0.7647026705858507,0.6400447158591427,0.46106818676823236,"height","height",0.82335747738937,0.6400447158591427,"height","Which rocket has the best performance?",1595535306427,1595535308385